Text Inputs : Specimen label,"S1.104M_LS_CONDYLE"
Notes : Specimen note 1,"Sheep, LS.

Tried testing on the condyle to verify that chipping the bone and gluing it back together does not effect the mechanical properties. Angle of the plane caused it to slip off and test to be void."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
2.00000,-66.28450,-3.76382,0.52486
2.00080,-66.28438,-3.74524,0.52227
2.00180,-66.28429,-3.72854,0.51994
2.00280,-66.28425,-3.71539,0.51811
2.00380,-66.28427,-3.70702,0.51694
2.00480,-66.28433,-3.70430,0.51656
2.00580,-66.28446,-3.70751,0.51700
2.00680,-66.28463,-3.71633,0.51823
2.00780,-66.28482,-3.72999,0.52013
2.00880,-66.28504,-3.74722,0.52253
2.00980,-66.28526,-3.76628,0.52519
2.01080,-66.28546,-3.78513,0.52781
2.01180,-66.28562,-3.80183,0.53014
2.01280,-66.28573,-3.81472,0.53193
2.01380,-66.28579,-3.82243,0.53301
2.01480,-66.28578,-3.82427,0.53326
2.01580,-66.28572,-3.82025,0.53271
2.01600,-66.28572,-3.82025,0.53271
2.01680,-66.28562,-3.81091,0.53141
2.01780,-66.28547,-3.79708,0.52948
2.01880,-66.28532,-3.78000,0.52710
2.01980,-66.28517,-3.76139,0.52451
2.02080,-66.28505,-3.74302,0.52195
2.02180,-66.28495,-3.72677,0.51968
2.02280,-66.28490,-3.71429,0.51794
2.02380,-66.28491,-3.70665,0.51688
2.02480,-66.28497,-3.70457,0.51659
2.02580,-66.28509,-3.70827,0.51710
2.02680,-66.28524,-3.71738,0.51837
2.02780,-66.28543,-3.73117,0.52029
2.02880,-66.28563,-3.74838,0.52269
2.02980,-66.28583,-3.76724,0.52531
2.03080,-66.28602,-3.78575,0.52789
2.03180,-66.28617,-3.80207,0.53016
2.03200,-66.28617,-3.80207,0.53016
2.03280,-66.28627,-3.81458,0.53191
2.03380,-66.28631,-3.82194,0.53293
2.03480,-66.28629,-3.82347,0.53315
2.03580,-66.28622,-3.81925,0.53256
2.03680,-66.28610,-3.80983,0.53125
2.03780,-66.28596,-3.79606,0.52933
2.03880,-66.28579,-3.77922,0.52698
2.03980,-66.28564,-3.76107,0.52445
2.04080,-66.28551,-3.74326,0.52197
2.04180,-66.28541,-3.72754,0.51978
2.04280,-66.28536,-3.71550,0.51811
2.04380,-66.28537,-3.70814,0.51708
2.04480,-66.28543,-3.70616,0.51680
2.04580,-66.28554,-3.70986,0.51732
2.04680,-66.28570,-3.71890,0.51857
2.04780,-66.28588,-3.73253,0.52047
2.04800,-66.28588,-3.73253,0.52047
2.04880,-66.28608,-3.74947,0.52283
2.04980,-66.28627,-3.76795,0.52540
2.05080,-66.28644,-3.78605,0.52793
2.05180,-66.28658,-3.80195,0.53014
2.05280,-66.28667,-3.81401,0.53182
2.05380,-66.28671,-3.82086,0.53278
2.05480,-66.28669,-3.82186,0.53291
2.05580,-66.28661,-3.81710,0.53225
2.05680,-66.28648,-3.80718,0.53087
2.05780,-66.28633,-3.79298,0.52889
2.05880,-66.28617,-3.77577,0.52650
2.05980,-66.28600,-3.75726,0.52392
2.06080,-66.28587,-3.73913,0.52139
2.06180,-66.28577,-3.72311,0.51916
2.06280,-66.28572,-3.71087,0.51745
2.06380,-66.28573,-3.70340,0.51641
2.06400,-66.28573,-3.70340,0.51641
2.06480,-66.28579,-3.70141,0.51613
2.06580,-66.28592,-3.70519,0.51666
2.06680,-66.28609,-3.71436,0.51793
2.06780,-66.28629,-3.72815,0.51985
2.06880,-66.28650,-3.74526,0.52224
2.06980,-66.28671,-3.76386,0.52483
2.07080,-66.28690,-3.78202,0.52736
2.07180,-66.28706,-3.79790,0.52957
2.07280,-66.28716,-3.80988,0.53124
2.07380,-66.28721,-3.81667,0.53218
2.07480,-66.28720,-3.81767,0.53232
2.07580,-66.28713,-3.81301,0.53167
2.07680,-66.28703,-3.80323,0.53031
2.07780,-66.28688,-3.78918,0.52835
2.07880,-66.28673,-3.77207,0.52597
2.07980,-66.28658,-3.75361,0.52340
2.08000,-66.28658,-3.75361,0.52340
2.08080,-66.28646,-3.73553,0.52088
2.08180,-66.28637,-3.71960,0.51866
2.08280,-66.28634,-3.70747,0.51697
2.08380,-66.28636,-3.70011,0.51594
2.08480,-66.28644,-3.69822,0.51568
2.08580,-66.28657,-3.70208,0.51621
2.08680,-66.28674,-3.71132,0.51750
2.08780,-66.28695,-3.72520,0.51943
2.08880,-66.28716,-3.74241,0.52183
2.08980,-66.28737,-3.76111,0.52443
2.09080,-66.28756,-3.77933,0.52697
2.09180,-66.28772,-3.79524,0.52919
2.09280,-66.28783,-3.80726,0.53086
2.09380,-66.28788,-3.81410,0.53181
2.09480,-66.28787,-3.81515,0.53196
2.09580,-66.28780,-3.81050,0.53131
2.09600,-66.28780,-3.81050,0.53131
2.09680,-66.28769,-3.80070,0.52995
2.09780,-66.28755,-3.78662,0.52799
2.09880,-66.28739,-3.76954,0.52561
2.09980,-66.28725,-3.75120,0.52305
2.10080,-66.28712,-3.73332,0.52056
2.10180,-66.28704,-3.71764,0.51838
2.10280,-66.28700,-3.70575,0.51672
2.10380,-66.28702,-3.69862,0.51573
2.10480,-66.28709,-3.69694,0.51549
2.10580,-66.28722,-3.70096,0.51605
2.10680,-66.28739,-3.71031,0.51735
2.10780,-66.28758,-3.72421,0.51928
2.10880,-66.28779,-3.74135,0.52167
2.10980,-66.28800,-3.75991,0.52426
2.11080,-66.28819,-3.77796,0.52677
2.11180,-66.28834,-3.79369,0.52896
2.11200,-66.28834,-3.79369,0.52896
2.11280,-66.28844,-3.80549,0.53061
2.11380,-66.28848,-3.81206,0.53152
2.11480,-66.28847,-3.81281,0.53163
2.11580,-66.28840,-3.80786,0.53094
2.11680,-66.28830,-3.79778,0.52953
2.11780,-66.28816,-3.78347,0.52754
2.11880,-66.28802,-3.76621,0.52513
2.11980,-66.28787,-3.74774,0.52256
2.12080,-66.28775,-3.72978,0.52006
2.12180,-66.28768,-3.71410,0.51787
2.12280,-66.28765,-3.70232,0.51623
2.12380,-66.28768,-3.69541,0.51527
2.12480,-66.28776,-3.69406,0.51508
2.12580,-66.28790,-3.69847,0.51569
2.12680,-66.28808,-3.70824,0.51705
2.12780,-66.28829,-3.72257,0.51905
2.12800,-66.28829,-3.72257,0.51905
2.12880,-66.28851,-3.74011,0.52149
2.12980,-66.28873,-3.75899,0.52412
2.13080,-66.28893,-3.77727,0.52666
2.13180,-66.28909,-3.79311,0.52887
2.13280,-66.28920,-3.80492,0.53051
2.13380,-66.28926,-3.81143,0.53142
2.13480,-66.28926,-3.81211,0.53152
2.13580,-66.28920,-3.80712,0.53082
2.13680,-66.28909,-3.79702,0.52941
2.13780,-66.28895,-3.78267,0.52741
2.13880,-66.28881,-3.76535,0.52500
2.13980,-66.28867,-3.74681,0.52242
2.14080,-66.28855,-3.72880,0.51991
2.14180,-66.28847,-3.71313,0.51773
2.14280,-66.28844,-3.70141,0.51609
2.14380,-66.28846,-3.69455,0.51514
2.14400,-66.28846,-3.69455,0.51514
2.14480,-66.28855,-3.69321,0.51495
2.14580,-66.28868,-3.69759,0.51556
2.14680,-66.28885,-3.70725,0.51690
2.14780,-66.28906,-3.72144,0.51888
2.14880,-66.28928,-3.73879,0.52129
2.14980,-66.28949,-3.75746,0.52389
2.15080,-66.28968,-3.77550,0.52640
2.15180,-66.28983,-3.79110,0.52858
2.15280,-66.28994,-3.80269,0.53019
2.15380,-66.28999,-3.80906,0.53108
2.15480,-66.28998,-3.80965,0.53116
2.15580,-66.28991,-3.80459,0.53046
2.15680,-66.28980,-3.79441,0.52904
2.15780,-66.28966,-3.78000,0.52703
2.15880,-66.28951,-3.76272,0.52463
2.15980,-66.28937,-3.74436,0.52207
2.16000,-66.28937,-3.74436,0.52207
2.16080,-66.28927,-3.72665,0.51960
2.16180,-66.28919,-3.71135,0.51747
2.16280,-66.28917,-3.70001,0.51589
2.16380,-66.28920,-3.69355,0.51499
2.16480,-66.28929,-3.69261,0.51485
2.16580,-66.28943,-3.69742,0.51552
2.16680,-66.28960,-3.70749,0.51692
2.16780,-66.28981,-3.72200,0.51894
2.16880,-66.29002,-3.73955,0.52139
2.16980,-66.29023,-3.75824,0.52399
2.17080,-66.29042,-3.77615,0.52648
2.17180,-66.29057,-3.79147,0.52862
2.17280,-66.29067,-3.80264,0.53017
2.17380,-66.29071,-3.80845,0.53098
2.17480,-66.29069,-3.80841,0.53098
2.17580,-66.29062,-3.80273,0.53019
2.17600,-66.29062,-3.80273,0.53019
2.17680,-66.29051,-3.79200,0.52869
2.17780,-66.29037,-3.77717,0.52663
2.17880,-66.29023,-3.75960,0.52418
2.17980,-66.29009,-3.74103,0.52159
2.18080,-66.28998,-3.72322,0.51911
2.18180,-66.28990,-3.70795,0.51698
2.18280,-66.28988,-3.69676,0.51542
2.18380,-66.28991,-3.69059,0.51456
2.18480,-66.29000,-3.69001,0.51448
2.18580,-66.29013,-3.69517,0.51520
2.18680,-66.29031,-3.70552,0.51664
2.18780,-66.29051,-3.72021,0.51868
2.18880,-66.29072,-3.73783,0.52114
2.18980,-66.29093,-3.75646,0.52373
2.19080,-66.29111,-3.77418,0.52620
2.19180,-66.29126,-3.78919,0.52829
2.19200,-66.29126,-3.78919,0.52829
2.19280,-66.29135,-3.79995,0.52979
2.19380,-66.29138,-3.80533,0.53054
2.19480,-66.29136,-3.80488,0.53047
2.19580,-66.29129,-3.79888,0.52964
2.19680,-66.29118,-3.78792,0.52811
2.19780,-66.29104,-3.77297,0.52603
2.19880,-66.29090,-3.75541,0.52358
2.19980,-66.29077,-3.73700,0.52102
2.20080,-66.29067,-3.71955,0.51859
2.20180,-66.29060,-3.70480,0.51653
2.20280,-66.29058,-3.69425,0.51506
2.20380,-66.29062,-3.68876,0.51430
2.20480,-66.29071,-3.68885,0.51431
2.20580,-66.29086,-3.69461,0.51511
2.20680,-66.29104,-3.70550,0.51662
2.20780,-66.29124,-3.72064,0.51873
2.20800,-66.29124,-3.72064,0.51873
2.20880,-66.29145,-3.73857,0.52123
2.20980,-66.29166,-3.75730,0.52384
2.21080,-66.29183,-3.77488,0.52628
2.21180,-66.29196,-3.78952,0.52832
2.21280,-66.29205,-3.79973,0.52974
2.21380,-66.29208,-3.80446,0.53040
2.21480,-66.29204,-3.80332,0.53025
2.21580,-66.29195,-3.79661,0.52931
2.21680,-66.29183,-3.78494,0.52769
2.21780,-66.29168,-3.76935,0.52552
2.21880,-66.29153,-3.75133,0.52301
2.21980,-66.29139,-3.73267,0.52041
2.22080,-66.29128,-3.71522,0.51797
2.22180,-66.29121,-3.70069,0.51595
2.22280,-66.29119,-3.69049,0.51453
2.22380,-66.29123,-3.68546,0.51383
2.22400,-66.29123,-3.68546,0.51383
2.22480,-66.29132,-3.68612,0.51392
2.22580,-66.29147,-3.69248,0.51480
2.22680,-66.29165,-3.70388,0.51639
2.22780,-66.29185,-3.71934,0.51854
2.22880,-66.29206,-3.73731,0.52104
2.22980,-66.29226,-3.75580,0.52362
2.23080,-66.29244,-3.77289,0.52600
2.23180,-66.29257,-3.78683,0.52794
2.23280,-66.29265,-3.79618,0.52924
2.23380,-66.29267,-3.79997,0.52977
2.23480,-66.29263,-3.79790,0.52948
2.23580,-66.29254,-3.79035,0.52843
2.23680,-66.29242,-3.77806,0.52672
2.23780,-66.29228,-3.76214,0.52450
2.23880,-66.29214,-3.74417,0.52200
2.23980,-66.29202,-3.72591,0.51945
2.24000,-66.29202,-3.72591,0.51945
2.24080,-66.29192,-3.70922,0.51713
2.24180,-66.29187,-3.69578,0.51525
2.24280,-66.29188,-3.68688,0.51401
2.24380,-66.29193,-3.68334,0.51352
2.24480,-66.29204,-3.68552,0.51382
2.24580,-66.29220,-3.69321,0.51489
2.24680,-66.29238,-3.70561,0.51662
2.24780,-66.29259,-3.72158,0.51884
2.24880,-66.29280,-3.73951,0.52134
2.24980,-66.29298,-3.75741,0.52383
2.25080,-66.29314,-3.77340,0.52606
2.25180,-66.29325,-3.78581,0.52779
2.25280,-66.29331,-3.79331,0.52883
2.25380,-66.29331,-3.79519,0.52909
2.25480,-66.29325,-3.79134,0.52856
2.25580,-66.29315,-3.78229,0.52730
2.25600,-66.29315,-3.78229,0.52730
2.25680,-66.29303,-3.76888,0.52543
2.25780,-66.29288,-3.75233,0.52312
2.25880,-66.29274,-3.73427,0.52061
2.25980,-66.29262,-3.71648,0.51813
2.26080,-66.29253,-3.70083,0.51595
2.26180,-66.29249,-3.68892,0.51429
2.26280,-66.29251,-3.68188,0.51331
2.26380,-66.29259,-3.68041,0.51310
2.26480,-66.29271,-3.68465,0.51369
2.26580,-66.29288,-3.69416,0.51501
2.26680,-66.29307,-3.70804,0.51695
2.26780,-66.29327,-3.72494,0.51930
2.26880,-66.29347,-3.74308,0.52183
2.26980,-66.29366,-3.76044,0.52424
2.27080,-66.29379,-3.77516,0.52629
2.27180,-66.29389,-3.78571,0.52776
2.27200,-66.29389,-3.78571,0.52776
2.27280,-66.29392,-3.79101,0.52850
2.27380,-66.29391,-3.79059,0.52844
2.27480,-66.29385,-3.78465,0.52761
2.27580,-66.29374,-3.77377,0.52610
2.27680,-66.29361,-3.75895,0.52404
2.27780,-66.29347,-3.74161,0.52162
2.27880,-66.29335,-3.72342,0.51909
2.27980,-66.29324,-3.70622,0.51669
2.28080,-66.29318,-3.69176,0.51467
2.28180,-66.29316,-3.68143,0.51323
2.28280,-66.29320,-3.67623,0.51251
2.28380,-66.29329,-3.67674,0.51258
2.28480,-66.29343,-3.68296,0.51344
2.28580,-66.29361,-3.69425,0.51502
2.28680,-66.29381,-3.70956,0.51715
2.28780,-66.29403,-3.72733,0.51962
2.28800,-66.29403,-3.72733,0.51962
2.28880,-66.29423,-3.74557,0.52216
2.28980,-66.29440,-3.76235,0.52450
2.29080,-66.29453,-3.77595,0.52639
2.29180,-66.29461,-3.78497,0.52765
2.29280,-66.29462,-3.78851,0.52814
2.29380,-66.29457,-3.78629,0.52783
2.29480,-66.29448,-3.77867,0.52677
2.29580,-66.29436,-3.76637,0.52506
2.29680,-66.29421,-3.75053,0.52285
2.29780,-66.29406,-3.73274,0.52037
2.29880,-66.29392,-3.71466,0.51786
2.29980,-66.29382,-3.69810,0.51555
2.30080,-66.29375,-3.68470,0.51368
2.30180,-66.29375,-3.67572,0.51243
2.30280,-66.29379,-3.67207,0.51192
2.30380,-66.29389,-3.67416,0.51221
2.30400,-66.29389,-3.67416,0.51221
2.30480,-66.29403,-3.68185,0.51328
2.30580,-66.29421,-3.69441,0.51503
2.30680,-66.29440,-3.71068,0.51729
2.30780,-66.29460,-3.72904,0.51985
2.30880,-66.29478,-3.74749,0.52242
2.30980,-66.29494,-3.76420,0.52475
2.31080,-66.29505,-3.77745,0.52659
2.31180,-66.29510,-3.78584,0.52776
2.31280,-66.29510,-3.78856,0.52814
2.31380,-66.29504,-3.78547,0.52771
2.31480,-66.29493,-3.77707,0.52654
2.31580,-66.29480,-3.76414,0.52474
2.31680,-66.29464,-3.74784,0.52247
2.31780,-66.29449,-3.72981,0.51996
2.31880,-66.29436,-3.71170,0.51744
2.31980,-66.29427,-3.69535,0.51516
2.32000,-66.29427,-3.69535,0.51516
2.32080,-66.29422,-3.68245,0.51336
2.32180,-66.29423,-3.67416,0.51221
2.32280,-66.29429,-3.67132,0.51181
2.32380,-66.29441,-3.67423,0.51221
2.32480,-66.29457,-3.68267,0.51339
2.32580,-66.29476,-3.69593,0.51523
2.32680,-66.29497,-3.71282,0.51758
2.32780,-66.29518,-3.73170,0.52021
2.32880,-66.29538,-3.75058,0.52284
2.32980,-66.29554,-3.76762,0.52521
2.33080,-66.29566,-3.78112,0.52709
2.33180,-66.29572,-3.78963,0.52828
2.33280,-66.29572,-3.79241,0.52867
2.33380,-66.29567,-3.78938,0.52825
2.33480,-66.29556,-3.78105,0.52709
2.33580,-66.29543,-3.76819,0.52530
2.33600,-66.29543,-3.76819,0.52530
2.33680,-66.29527,-3.75195,0.52303
2.33780,-66.29512,-3.73400,0.52053
2.33880,-66.29499,-3.71595,0.51802
2.33980,-66.29488,-3.69960,0.51574
2.34080,-66.29482,-3.68663,0.51393
2.34180,-66.29482,-3.67811,0.51275
2.34280,-66.29487,-3.67487,0.51229
2.34380,-66.29497,-3.67726,0.51263
2.34480,-66.29512,-3.68511,0.51372
2.34580,-66.29530,-3.69778,0.51548
2.34680,-66.29550,-3.71407,0.51775
2.34780,-66.29570,-3.73232,0.52029
2.34880,-66.29588,-3.75059,0.52283
2.34980,-66.29604,-3.76710,0.52513
2.35080,-66.29615,-3.78023,0.52696
2.35180,-66.29621,-3.78856,0.52812
2.35200,-66.29621,-3.78856,0.52812
2.35280,-66.29620,-3.79132,0.52851
2.35380,-66.29614,-3.78841,0.52810
2.35480,-66.29604,-3.78027,0.52697
2.35580,-66.29590,-3.76769,0.52522
2.35680,-66.29575,-3.75178,0.52300
2.35780,-66.29560,-3.73421,0.52056
2.35880,-66.29547,-3.71660,0.51810
2.35980,-66.29537,-3.70065,0.51588
2.36080,-66.29532,-3.68802,0.51412
2.36180,-66.29532,-3.67977,0.51297
2.36280,-66.29537,-3.67671,0.51254
2.36380,-66.29548,-3.67923,0.51289
2.36480,-66.29564,-3.68713,0.51399
2.36580,-66.29583,-3.69972,0.51574
2.36680,-66.29604,-3.71577,0.51798
2.36780,-66.29624,-3.73364,0.52047
2.36800,-66.29624,-3.73364,0.52047
2.36880,-66.29642,-3.75143,0.52294
2.36980,-66.29658,-3.76738,0.52516
2.37080,-66.29669,-3.77989,0.52691
2.37180,-66.29675,-3.78756,0.52797
2.37280,-66.29675,-3.78968,0.52827
2.37380,-66.29669,-3.78617,0.52778
2.37480,-66.29659,-3.77756,0.52658
2.37580,-66.29647,-3.76466,0.52479
2.37680,-66.29632,-3.74860,0.52255
2.37780,-66.29619,-3.73100,0.52010
2.37880,-66.29607,-3.71346,0.51766
2.37980,-66.29599,-3.69768,0.51546
2.38080,-66.29594,-3.68531,0.51373
2.38180,-66.29595,-3.67743,0.51263
2.38280,-66.29602,-3.67478,0.51226
2.38380,-66.29613,-3.67768,0.51267
2.38400,-66.29613,-3.67768,0.51267
2.38480,-66.29628,-3.68589,0.51381
2.38580,-66.29647,-3.69873,0.51560
2.38680,-66.29667,-3.71495,0.51785
2.38780,-66.29687,-3.73292,0.52036
2.38880,-66.29706,-3.75070,0.52283
2.38980,-66.29722,-3.76652,0.52503
2.39080,-66.29733,-3.77876,0.52674
2.39180,-66.29739,-3.78605,0.52775
2.39280,-66.29738,-3.78774,0.52799
2.39380,-66.29732,-3.78380,0.52744
2.39480,-66.29722,-3.77477,0.52618
2.39580,-66.29708,-3.76146,0.52433
2.39680,-66.29693,-3.74502,0.52204
2.39780,-66.29679,-3.72713,0.51955
2.39880,-66.29667,-3.70943,0.51709
2.39980,-66.29658,-3.69369,0.51489
2.40000,-66.29658,-3.69369,0.51489
2.40080,-66.29654,-3.68151,0.51319
2.40180,-66.29655,-3.67391,0.51213
2.40280,-66.29662,-3.67158,0.51181
2.40380,-66.29674,-3.67480,0.51226
2.40480,-66.29690,-3.68332,0.51344
2.40580,-66.29710,-3.69646,0.51527
2.40680,-66.29731,-3.71295,0.51757
2.40780,-66.29752,-3.73109,0.52009
2.40880,-66.29771,-3.74892,0.52257
2.40980,-66.29787,-3.76467,0.52477
2.41080,-66.29798,-3.77678,0.52645
2.41180,-66.29804,-3.78392,0.52745
2.41280,-66.29804,-3.78544,0.52766
2.41380,-66.29798,-3.78133,0.52709
2.41480,-66.29787,-3.77210,0.52580
2.41580,-66.29773,-3.75861,0.52392
2.41600,-66.29773,-3.75861,0.52392
2.41680,-66.29759,-3.74204,0.52162
2.41780,-66.29744,-3.72410,0.51912
2.41880,-66.29732,-3.70642,0.51666
2.41980,-66.29724,-3.69073,0.51447
2.42080,-66.29720,-3.67863,0.51278
2.42180,-66.29721,-3.67115,0.51174
2.42280,-66.29727,-3.66901,0.51144
2.42380,-66.29739,-3.67251,0.51193
2.42480,-66.29756,-3.68136,0.51316
2.42580,-66.29775,-3.69481,0.51503
2.42680,-66.29795,-3.71157,0.51736
2.42780,-66.29816,-3.72990,0.51992
2.42880,-66.29834,-3.74787,0.52242
2.42980,-66.29849,-3.76373,0.52463
2.43080,-66.29859,-3.77589,0.52632
2.43180,-66.29863,-3.78299,0.52731
2.43200,-66.29863,-3.78299,0.52731
2.43280,-66.29862,-3.78441,0.52751
2.43380,-66.29855,-3.78014,0.52691
2.43480,-66.29843,-3.77077,0.52561
2.43580,-66.29828,-3.75717,0.52371
2.43680,-66.29812,-3.74053,0.52140
2.43780,-66.29796,-3.72253,0.51889
2.43880,-66.29783,-3.70480,0.51642
2.43980,-66.29773,-3.68904,0.51423
2.44080,-66.29767,-3.67689,0.51253
2.44180,-66.29767,-3.66939,0.51149
2.44280,-66.29773,-3.66726,0.51119
2.44380,-66.29784,-3.67078,0.51168
2.44480,-66.29800,-3.67964,0.51291
2.44580,-66.29819,-3.69310,0.51479
2.44680,-66.29839,-3.70988,0.51712
2.44780,-66.29859,-3.72826,0.51968
2.44800,-66.29859,-3.72826,0.51968
2.44880,-66.29878,-3.74629,0.52219
2.44980,-66.29893,-3.76218,0.52440
2.45080,-66.29904,-3.77436,0.52610
2.45180,-66.29909,-3.78146,0.52709
2.45280,-66.29908,-3.78288,0.52729
2.45380,-66.29901,-3.77865,0.52670
2.45480,-66.29890,-3.76933,0.52540
2.45580,-66.29876,-3.75575,0.52351
2.45680,-66.29861,-3.73909,0.52119
2.45780,-66.29846,-3.72104,0.51867
2.45880,-66.29833,-3.70321,0.51619
2.45980,-66.29824,-3.68735,0.51398
2.46080,-66.29819,-3.67505,0.51227
2.46180,-66.29819,-3.66733,0.51119
2.46280,-66.29826,-3.66492,0.51086
2.46380,-66.29837,-3.66810,0.51130
2.46400,-66.29837,-3.66810,0.51130
2.46480,-66.29853,-3.67664,0.51249
2.46580,-66.29871,-3.68984,0.51432
2.46680,-66.29891,-3.70643,0.51663
2.46780,-66.29912,-3.72467,0.51917
2.46880,-66.29931,-3.74260,0.52167
2.46980,-66.29946,-3.75844,0.52387
2.47080,-66.29957,-3.77063,0.52557
2.47180,-66.29962,-3.77783,0.52657
2.47280,-66.29961,-3.77938,0.52679
2.47380,-66.29954,-3.77527,0.52622
2.47480,-66.29943,-3.76604,0.52493
2.47580,-66.29929,-3.75253,0.52305
2.47680,-66.29914,-3.73594,0.52074
2.47780,-66.29899,-3.71798,0.51824
2.47880,-66.29885,-3.70025,0.51577
2.47980,-66.29876,-3.68441,0.51356
2.48000,-66.29876,-3.68441,0.51356
2.48080,-66.29872,-3.67205,0.51184
2.48180,-66.29872,-3.66419,0.51075
2.48280,-66.29878,-3.66160,0.51038
2.48380,-66.29889,-3.66461,0.51080
2.48480,-66.29905,-3.67301,0.51197
2.48580,-66.29923,-3.68610,0.51379
2.48680,-66.29944,-3.70262,0.51609
2.48780,-66.29965,-3.72086,0.51863
2.48880,-66.29983,-3.73887,0.52114
2.48980,-66.29999,-3.75486,0.52337
2.49080,-66.30009,-3.76718,0.52508
2.49180,-66.30014,-3.77448,0.52610
2.49280,-66.30013,-3.77610,0.52632
2.49380,-66.30007,-3.77206,0.52576
2.49480,-66.29996,-3.76293,0.52449
2.49580,-66.29981,-3.74954,0.52263
2.49600,-66.29981,-3.74954,0.52263
2.49680,-66.29966,-3.73307,0.52033
2.49780,-66.29951,-3.71516,0.51784
2.49880,-66.29938,-3.69739,0.51536
2.49980,-66.29929,-3.68147,0.51315
2.50080,-66.29924,-3.66905,0.51142
2.50180,-66.29925,-3.66118,0.51032
2.50280,-66.29931,-3.65860,0.50996
2.50380,-66.29943,-3.66164,0.51038
2.50480,-66.29959,-3.67007,0.51155
2.50580,-66.29979,-3.68319,0.51338
2.50680,-66.30000,-3.69977,0.51569
2.50780,-66.30021,-3.71814,0.51824
2.50880,-66.30040,-3.73633,0.52078
2.50980,-66.30056,-3.75252,0.52303
2.51080,-66.30067,-3.76509,0.52478
2.51180,-66.30072,-3.77265,0.52583
2.51200,-66.30072,-3.77265,0.52583
2.51280,-66.30072,-3.77455,0.52610
2.51380,-66.30066,-3.77082,0.52558
2.51480,-66.30056,-3.76199,0.52435
2.51580,-66.30042,-3.74887,0.52252
2.51680,-66.30028,-3.73257,0.52026
2.51780,-66.30013,-3.71476,0.51777
2.51880,-66.30001,-3.69699,0.51530
2.51980,-66.29992,-3.68099,0.51307
2.52080,-66.29986,-3.66838,0.51131
2.52180,-66.29987,-3.66021,0.51017
2.52280,-66.29992,-3.65723,0.50976
2.52380,-66.30003,-3.65979,0.51011
2.52480,-66.30018,-3.66772,0.51122
2.52580,-66.30036,-3.68039,0.51298
2.52680,-66.30056,-3.69660,0.51524
2.52780,-66.30076,-3.71468,0.51775
2.52800,-66.30076,-3.71468,0.51775
2.52880,-66.30094,-3.73266,0.52026
2.52980,-66.30108,-3.74871,0.52249
2.53080,-66.30119,-3.76122,0.52423
2.53180,-66.30124,-3.76879,0.52529
2.53280,-66.30123,-3.77077,0.52556
2.53380,-66.30116,-3.76710,0.52505
2.53480,-66.30105,-3.75833,0.52383
2.53580,-66.30091,-3.74526,0.52201
2.53680,-66.30076,-3.72905,0.51976
2.53780,-66.30061,-3.71134,0.51729
2.53880,-66.30047,-3.69371,0.51484
2.53980,-66.30038,-3.67783,0.51262
2.54080,-66.30032,-3.66530,0.51088
2.54180,-66.30032,-3.65715,0.50974
2.54280,-66.30038,-3.65418,0.50933
2.54380,-66.30049,-3.65674,0.50968
2.54400,-66.30049,-3.65674,0.50968
2.54480,-66.30065,-3.66467,0.51079
2.54580,-66.30083,-3.67733,0.51255
2.54680,-66.30104,-3.69353,0.51480
2.54780,-66.30124,-3.71164,0.51732
2.54880,-66.30143,-3.72969,0.51984
2.54980,-66.30159,-3.74586,0.52209
2.55080,-66.30170,-3.75848,0.52384
2.55180,-66.30175,-3.76612,0.52491
2.55280,-66.30175,-3.76811,0.52518
2.55380,-66.30169,-3.76440,0.52467
2.55480,-66.30158,-3.75558,0.52344
2.55580,-66.30145,-3.74248,0.52162
2.55680,-66.30130,-3.72622,0.51935
2.55780,-66.30116,-3.70843,0.51688
2.55880,-66.30104,-3.69068,0.51440
2.55980,-66.30095,-3.67467,0.51217
2.56000,-66.30095,-3.67467,0.51217
2.56080,-66.30089,-3.66203,0.51041
2.56180,-66.30089,-3.65385,0.50927
2.56280,-66.30095,-3.65091,0.50886
2.56380,-66.30106,-3.65353,0.50923
2.56480,-66.30122,-3.66157,0.51034
2.56580,-66.30141,-3.67433,0.51212
2.56680,-66.30161,-3.69066,0.51439
2.56780,-66.30181,-3.70894,0.51694
2.56880,-66.30200,-3.72717,0.51948
2.56980,-66.30215,-3.74352,0.52175
2.57080,-66.30226,-3.75629,0.52353
2.57180,-66.30231,-3.76408,0.52461
2.57280,-66.30230,-3.76621,0.52491
2.57380,-66.30223,-3.76267,0.52442
2.57480,-66.30212,-3.75399,0.52321
2.57580,-66.30198,-3.74097,0.52140
2.57600,-66.30198,-3.74097,0.52140
2.57680,-66.30182,-3.72472,0.51914
2.57780,-66.30168,-3.70688,0.51665
2.57880,-66.30155,-3.68903,0.51417
2.57980,-66.30145,-3.67291,0.51192
2.58080,-66.30140,-3.66015,0.51014
2.58180,-66.30140,-3.65179,0.50898
2.58280,-66.30145,-3.64862,0.50854
2.58380,-66.30156,-3.65096,0.50886
2.58480,-66.30172,-3.65869,0.50994
2.58580,-66.30190,-3.67120,0.51168
2.58680,-66.30211,-3.68736,0.51392
2.58780,-66.30232,-3.70553,0.51645
2.58880,-66.30250,-3.72373,0.51899
2.58980,-66.30266,-3.74013,0.52127
2.59080,-66.30277,-3.75303,0.52307
2.59180,-66.30282,-3.76104,0.52418
