Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep cartilage, Medial, Without LS.

Bone cement hadn't fully hardened causing the bone to sink with compressive forces applied. Aborted test and waited."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
0.58980,-60.11410,-4.08398,0.57277
0.59080,-60.11481,-4.09078,0.57371
0.59180,-60.11552,-4.09777,0.57468
0.59200,-60.11552,-4.09777,0.57468
0.59280,-60.11624,-4.10488,0.57567
0.59380,-60.11694,-4.11202,0.57666
0.59480,-60.11765,-4.11912,0.57764
0.59580,-60.11837,-4.12618,0.57862
0.59680,-60.11907,-4.13329,0.57961
0.59780,-60.11978,-4.14053,0.58062
0.59880,-60.12049,-4.14799,0.58165
0.59980,-60.12121,-4.15566,0.58272
0.60080,-60.12191,-4.16347,0.58380
0.60180,-60.12262,-4.17124,0.58488
0.60280,-60.12333,-4.17886,0.58594
0.60380,-60.12404,-4.18632,0.58697
0.60480,-60.12475,-4.19376,0.58801
0.60580,-60.12546,-4.20128,0.58905
0.60680,-60.12617,-4.20893,0.59011
0.60780,-60.12688,-4.21662,0.59118
0.60800,-60.12688,-4.21662,0.59118
0.60880,-60.12759,-4.22420,0.59223
0.60980,-60.12830,-4.23155,0.59325
0.61080,-60.12901,-4.23865,0.59424
0.61180,-60.12972,-4.24559,0.59520
0.61280,-60.13043,-4.25253,0.59616
0.61380,-60.13114,-4.25953,0.59713
0.61480,-60.13185,-4.26656,0.59811
0.61580,-60.13256,-4.27351,0.59907
0.61680,-60.13327,-4.28035,0.60002
0.61780,-60.13398,-4.28707,0.60095
0.61880,-60.13469,-4.29373,0.60187
0.61980,-60.13540,-4.30039,0.60280
0.62080,-60.13611,-4.30714,0.60373
0.62180,-60.13682,-4.31405,0.60469
0.62280,-60.13753,-4.32112,0.60567
0.62380,-60.13824,-4.32826,0.60666
0.62400,-60.13824,-4.32826,0.60666
0.62480,-60.13895,-4.33538,0.60765
0.62580,-60.13966,-4.34246,0.60863
0.62680,-60.14037,-4.34956,0.60961
0.62780,-60.14108,-4.35680,0.61062
0.62880,-60.14179,-4.36425,0.61165
0.62980,-60.14250,-4.37192,0.61271
0.63080,-60.14321,-4.37968,0.61379
0.63180,-60.14392,-4.38738,0.61486
0.63280,-60.14463,-4.39494,0.61591
0.63380,-60.14534,-4.40242,0.61694
0.63480,-60.14605,-4.40992,0.61798
0.63580,-60.14676,-4.41744,0.61903
0.63680,-60.14747,-4.42489,0.62006
0.63780,-60.14818,-4.43218,0.62107
0.63880,-60.14889,-4.43923,0.62205
0.63980,-60.14960,-4.44608,0.62299
0.64000,-60.14960,-4.44608,0.62299
0.64080,-60.15031,-4.45286,0.62393
0.64180,-60.15102,-4.45973,0.62489
0.64280,-60.15173,-4.46674,0.62586
0.64380,-60.15244,-4.47380,0.62683
0.64480,-60.15315,-4.48079,0.62780
0.64580,-60.15386,-4.48770,0.62876
0.64680,-60.15457,-4.49463,0.62972
0.64780,-60.15528,-4.50170,0.63070
0.64880,-60.15599,-4.50898,0.63171
0.64980,-60.15670,-4.51645,0.63274
0.65080,-60.15741,-4.52399,0.63379
0.65180,-60.15812,-4.53147,0.63482
0.65280,-60.15883,-4.53884,0.63585
0.65380,-60.15954,-4.54615,0.63686
0.65480,-60.16025,-4.55348,0.63787
0.65580,-60.16096,-4.56084,0.63889
0.65600,-60.16096,-4.56084,0.63889
0.65680,-60.16167,-4.56818,0.63991
0.65780,-60.16238,-4.57541,0.64091
0.65880,-60.16309,-4.58247,0.64189
0.65980,-60.16380,-4.58933,0.64284
0.66080,-60.16450,-4.59602,0.64376
0.66180,-60.16522,-4.60263,0.64468
0.66280,-60.16593,-4.60926,0.64560
0.66380,-60.16664,-4.61596,0.64652
0.66480,-60.16735,-4.62274,0.64746
0.66580,-60.16806,-4.62950,0.64840
0.66680,-60.16877,-4.63620,0.64932
0.66780,-60.16947,-4.64281,0.65024
0.66880,-60.17019,-4.64938,0.65115
0.66980,-60.17090,-4.65601,0.65206
0.67080,-60.17161,-4.66281,0.65300
0.67180,-60.17231,-4.66982,0.65397
0.67200,-60.17231,-4.66982,0.65397
0.67280,-60.17303,-4.67694,0.65496
0.67380,-60.17374,-4.68402,0.65594
0.67480,-60.17444,-4.69102,0.65691
0.67580,-60.17516,-4.69801,0.65787
0.67680,-60.17587,-4.70509,0.65885
0.67780,-60.17657,-4.71232,0.65985
0.67880,-60.17728,-4.71968,0.66087
0.67980,-60.17800,-4.72709,0.66190
0.68080,-60.17871,-4.73442,0.66291
0.68180,-60.17941,-4.74159,0.66391
0.68280,-60.18012,-4.74864,0.66488
0.68380,-60.18084,-4.75570,0.66586
0.68480,-60.18154,-4.76283,0.66684
0.68580,-60.18225,-4.76998,0.66783
0.68680,-60.18297,-4.77703,0.66881
0.68780,-60.18368,-4.78391,0.66976
0.68800,-60.18368,-4.78391,0.66976
0.68880,-60.18438,-4.79066,0.67069
0.68980,-60.18509,-4.79739,0.67162
0.69080,-60.18581,-4.80424,0.67257
0.69180,-60.18651,-4.81125,0.67354
0.69280,-60.18722,-4.81839,0.67453
0.69380,-60.18794,-4.82554,0.67552
0.69480,-60.18865,-4.83266,0.67650
0.69580,-60.18935,-4.83981,0.67749
0.69680,-60.19006,-4.84707,0.67849
0.69780,-60.19078,-4.85450,0.67952
0.69880,-60.19148,-4.86215,0.68058
0.69980,-60.19219,-4.86998,0.68166
0.70080,-60.19290,-4.87795,0.68277
0.70180,-60.19362,-4.88591,0.68387
0.70280,-60.19432,-4.89374,0.68495
0.70380,-60.19503,-4.90139,0.68601
0.70400,-60.19503,-4.90139,0.68601
0.70480,-60.19574,-4.90890,0.68705
0.70580,-60.19644,-4.91639,0.68809
0.70680,-60.19714,-4.92392,0.68913
0.70780,-60.19784,-4.93146,0.69017
0.70880,-60.19855,-4.93893,0.69120
0.70980,-60.19925,-4.94619,0.69221
0.71080,-60.19995,-4.95318,0.69317
0.71180,-60.20065,-4.95996,0.69411
0.71280,-60.20135,-4.96668,0.69504
0.71380,-60.20204,-4.97348,0.69598
0.71480,-60.20274,-4.98037,0.69693
0.71580,-60.20344,-4.98729,0.69789
0.71680,-60.20414,-4.99409,0.69883
0.71780,-60.20483,-5.00069,0.69974
0.71880,-60.20553,-5.00708,0.70062
0.71980,-60.20623,-5.01333,0.70148
0.72000,-60.20623,-5.01333,0.70148
0.72080,-60.20692,-5.01955,0.70234
0.72180,-60.20762,-5.02585,0.70321
0.72280,-60.20832,-5.03233,0.70410
0.72380,-60.20902,-5.03900,0.70502
0.72480,-60.20971,-5.04580,0.70596
0.72580,-60.21041,-5.05259,0.70690
0.72680,-60.21111,-5.05931,0.70783
0.72780,-60.21180,-5.06589,0.70874
0.72880,-60.21250,-5.07239,0.70963
0.72980,-60.21320,-5.07889,0.71053
0.73080,-60.21389,-5.08552,0.71145
0.73180,-60.21460,-5.09237,0.71239
0.73280,-60.21529,-5.09944,0.71337
0.73380,-60.21599,-5.10662,0.71436
0.73480,-60.21669,-5.11375,0.71534
0.73580,-60.21738,-5.12073,0.71631
0.73600,-60.21738,-5.12073,0.71631
0.73680,-60.21808,-5.12760,0.71726
0.73780,-60.21878,-5.13445,0.71820
0.73880,-60.21947,-5.14138,0.71916
0.73980,-60.22017,-5.14846,0.72014
0.74080,-60.22087,-5.15572,0.72114
0.74180,-60.22157,-5.16317,0.72217
0.74280,-60.22226,-5.17075,0.72322
0.74380,-60.22296,-5.17838,0.72427
0.74480,-60.22366,-5.18594,0.72532
0.74580,-60.22435,-5.19340,0.72635
0.74680,-60.22505,-5.20081,0.72737
0.74780,-60.22575,-5.20828,0.72840
0.74880,-60.22644,-5.21590,0.72945
0.74980,-60.22715,-5.22372,0.73054
0.75080,-60.22784,-5.23168,0.73164
0.75180,-60.22854,-5.23967,0.73274
0.75200,-60.22854,-5.23967,0.73274
0.75280,-60.22924,-5.24751,0.73382
0.75380,-60.22993,-5.25514,0.73488
0.75480,-60.23063,-5.26262,0.73591
0.75580,-60.23132,-5.27010,0.73694
0.75680,-60.23201,-5.27770,0.73799
0.75780,-60.23271,-5.28544,0.73906
0.75880,-60.23339,-5.29328,0.74015
0.75980,-60.23408,-5.30113,0.74123
0.76080,-60.23477,-5.30890,0.74231
0.76180,-60.23546,-5.31650,0.74336
0.76280,-60.23614,-5.32389,0.74438
0.76380,-60.23682,-5.33114,0.74538
0.76480,-60.23749,-5.33833,0.74637
0.76580,-60.23817,-5.34555,0.74737
0.76680,-60.23885,-5.35282,0.74837
0.76780,-60.23953,-5.36009,0.74937
0.76800,-60.23953,-5.36009,0.74937
0.76880,-60.24021,-5.36727,0.75036
0.76980,-60.24089,-5.37427,0.75133
0.77080,-60.24156,-5.38103,0.75226
0.77180,-60.24224,-5.38756,0.75316
0.77280,-60.24292,-5.39401,0.75405
0.77380,-60.24360,-5.40052,0.75495
0.77480,-60.24428,-5.40715,0.75586
0.77580,-60.24495,-5.41384,0.75679
0.77680,-60.24563,-5.42047,0.75770
0.77780,-60.24631,-5.42693,0.75859
0.77880,-60.24699,-5.43318,0.75945
0.77980,-60.24767,-5.43926,0.76029
0.78080,-60.24835,-5.44523,0.76111
0.78180,-60.24902,-5.45118,0.76193
0.78280,-60.24970,-5.45724,0.76276
0.78380,-60.25038,-5.46347,0.76362
0.78400,-60.25038,-5.46347,0.76362
0.78480,-60.25106,-5.46989,0.76450
0.78580,-60.25174,-5.47639,0.76540
0.78680,-60.25241,-5.48285,0.76629
0.78780,-60.25310,-5.48916,0.76716
0.78880,-60.25377,-5.49525,0.76799
0.78980,-60.25445,-5.50118,0.76881
0.79080,-60.25513,-5.50706,0.76962
0.79180,-60.25580,-5.51304,0.77044
0.79280,-60.25647,-5.51921,0.77129
0.79380,-60.25712,-5.52552,0.77216
0.79480,-60.25778,-5.53183,0.77303
0.79580,-60.25842,-5.53799,0.77388
0.79680,-60.25906,-5.54396,0.77470
0.79780,-60.25970,-5.54975,0.77550
0.79880,-60.26032,-5.55540,0.77627
0.79980,-60.26094,-5.56097,0.77704
0.80000,-60.26094,-5.56097,0.77704
0.80080,-60.26156,-5.56651,0.77780
0.80180,-60.26217,-5.57207,0.77857
0.80280,-60.26277,-5.57762,0.77933
0.80380,-60.26336,-5.58306,0.78008
0.80480,-60.26395,-5.58826,0.78079
0.80580,-60.26453,-5.59314,0.78146
0.80680,-60.26509,-5.59767,0.78209
0.80780,-60.26565,-5.60193,0.78267
0.80880,-60.26619,-5.60602,0.78323
0.80980,-60.26672,-5.61009,0.78379
0.81080,-60.26724,-5.61419,0.78435
0.81180,-60.26776,-5.61829,0.78491
0.81280,-60.26827,-5.62228,0.78546
0.81380,-60.26878,-5.62601,0.78597
0.81480,-60.26927,-5.62947,0.78645
0.81580,-60.26975,-5.63275,0.78689
0.81600,-60.26975,-5.63275,0.78689
0.81680,-60.27022,-5.63594,0.78733
0.81780,-60.27069,-5.63911,0.78776
0.81880,-60.27115,-5.64226,0.78820
0.81980,-60.27159,-5.64539,0.78862
0.82080,-60.27204,-5.64844,0.78904
0.82180,-60.27247,-5.65128,0.78943
0.82280,-60.27289,-5.65379,0.78977
0.82380,-60.27330,-5.65592,0.79006
0.82480,-60.27371,-5.65773,0.79031
0.82580,-60.27411,-5.65936,0.79052
0.82680,-60.27450,-5.66095,0.79074
0.82780,-60.27489,-5.66260,0.79096
0.82880,-60.27527,-5.66431,0.79119
0.82980,-60.27564,-5.66601,0.79142
0.83080,-60.27601,-5.66756,0.79163
0.83180,-60.27637,-5.66883,0.79180
0.83200,-60.27637,-5.66883,0.79180
0.83280,-60.27673,-5.66979,0.79193
0.83380,-60.27708,-5.67052,0.79203
0.83480,-60.27742,-5.67117,0.79211
0.83580,-60.27775,-5.67183,0.79219
0.83680,-60.27808,-5.67252,0.79228
0.83780,-60.27841,-5.67323,0.79238
0.83880,-60.27873,-5.67390,0.79246
0.83980,-60.27903,-5.67446,0.79254
0.84080,-60.27934,-5.67481,0.79258
0.84180,-60.27964,-5.67489,0.79258
0.84280,-60.27995,-5.67471,0.79255
0.84380,-60.28025,-5.67439,0.79250
0.84480,-60.28056,-5.67407,0.79245
0.84580,-60.28086,-5.67384,0.79241
0.84680,-60.28116,-5.67368,0.79238
0.84780,-60.28147,-5.67348,0.79235
0.84800,-60.28147,-5.67348,0.79235
0.84880,-60.28177,-5.67314,0.79230
0.84980,-60.28208,-5.67259,0.79221
0.85080,-60.28238,-5.67186,0.79211
0.85180,-60.28269,-5.67103,0.79198
0.85280,-60.28299,-5.67024,0.79187
0.85380,-60.28330,-5.66957,0.79177
0.85480,-60.28360,-5.66900,0.79168
0.85580,-60.28390,-5.66844,0.79160
0.85680,-60.28421,-5.66782,0.79151
0.85780,-60.28451,-5.66707,0.79140
0.85880,-60.28482,-5.66617,0.79126
0.85980,-60.28512,-5.66511,0.79111
0.86080,-60.28543,-5.66396,0.79094
0.86180,-60.28573,-5.66284,0.79078
0.86280,-60.28604,-5.66188,0.79064
0.86380,-60.28634,-5.66118,0.79054
0.86400,-60.28634,-5.66118,0.79054
0.86480,-60.28665,-5.66070,0.79046
0.86580,-60.28695,-5.66034,0.79041
0.86680,-60.28725,-5.65996,0.79035
0.86780,-60.28756,-5.65950,0.79028
0.86880,-60.28786,-5.65895,0.79019
0.86980,-60.28817,-5.65839,0.79011
0.87080,-60.28847,-5.65791,0.79004
0.87180,-60.28877,-5.65762,0.78999
0.87280,-60.28908,-5.65760,0.78998
0.87380,-60.28938,-5.65785,0.79001
0.87480,-60.28969,-5.65830,0.79007
0.87580,-60.28999,-5.65882,0.79013
0.87680,-60.29029,-5.65928,0.79019
0.87780,-60.29060,-5.65956,0.79022
0.87880,-60.29090,-5.65962,0.79023
0.87980,-60.29121,-5.65950,0.79020
0.88000,-60.29121,-5.65950,0.79020
0.88080,-60.29151,-5.65928,0.79017
0.88180,-60.29181,-5.65913,0.79014
0.88280,-60.29212,-5.65920,0.79014
0.88380,-60.29242,-5.65954,0.79019
0.88480,-60.29273,-5.66011,0.79026
0.88580,-60.29303,-5.66079,0.79035
0.88680,-60.29333,-5.66146,0.79044
0.88780,-60.29364,-5.66202,0.79051
0.88880,-60.29394,-5.66242,0.79056
0.88980,-60.29425,-5.66261,0.79058
0.89080,-60.29455,-5.66263,0.79058
0.89180,-60.29485,-5.66257,0.79056
0.89280,-60.29516,-5.66256,0.79055
0.89380,-60.29546,-5.66272,0.79057
0.89480,-60.29577,-5.66312,0.79062
0.89580,-60.29607,-5.66372,0.79070
0.89600,-60.29607,-5.66372,0.79070
0.89680,-60.29638,-5.66445,0.79079
0.89780,-60.29668,-5.66525,0.79090
0.89880,-60.29699,-5.66602,0.79100
0.89980,-60.29729,-5.66670,0.79109
0.90080,-60.29759,-5.66722,0.79116
0.90180,-60.29790,-5.66757,0.79120
0.90280,-60.29820,-5.66778,0.79122
0.90380,-60.29851,-5.66796,0.79124
0.90480,-60.29881,-5.66823,0.79127
0.90580,-60.29912,-5.66870,0.79133
0.90680,-60.29942,-5.66941,0.79142
0.90780,-60.29973,-5.67032,0.79155
0.90880,-60.30003,-5.67135,0.79168
0.90980,-60.30033,-5.67238,0.79182
0.91080,-60.30062,-5.67331,0.79194
0.91180,-60.30091,-5.67406,0.79204
0.91200,-60.30091,-5.67406,0.79204
0.91280,-60.30118,-5.67461,0.79212
0.91380,-60.30146,-5.67502,0.79217
0.91480,-60.30172,-5.67541,0.79222
0.91580,-60.30199,-5.67586,0.79227
0.91680,-60.30226,-5.67647,0.79235
0.91780,-60.30252,-5.67724,0.79246
0.91880,-60.30279,-5.67814,0.79258
0.91980,-60.30305,-5.67909,0.79270
0.92080,-60.30331,-5.67997,0.79282
0.92180,-60.30357,-5.68064,0.79291
0.92280,-60.30381,-5.68104,0.79296
0.92380,-60.30405,-5.68118,0.79298
0.92480,-60.30430,-5.68110,0.79296
0.92580,-60.30454,-5.68090,0.79293
0.92680,-60.30477,-5.68066,0.79289
0.92780,-60.30502,-5.68045,0.79285
0.92800,-60.30502,-5.68045,0.79285
0.92880,-60.30526,-5.68034,0.79283
0.92980,-60.30550,-5.68040,0.79284
0.93080,-60.30574,-5.68064,0.79287
0.93180,-60.30598,-5.68103,0.79292
0.93280,-60.30622,-5.68144,0.79297
0.93380,-60.30647,-5.68174,0.79301
0.93480,-60.30670,-5.68183,0.79301
0.93580,-60.30694,-5.68165,0.79298
0.93680,-60.30719,-5.68120,0.79292
0.93780,-60.30743,-5.68050,0.79281
0.93880,-60.30767,-5.67959,0.79268
0.93980,-60.30791,-5.67854,0.79253
0.94080,-60.30815,-5.67748,0.79238
0.94180,-60.30839,-5.67653,0.79224
0.94280,-60.30863,-5.67580,0.79213
0.94380,-60.30887,-5.67531,0.79206
0.94400,-60.30887,-5.67531,0.79206
0.94480,-60.30911,-5.67503,0.79202
0.94580,-60.30935,-5.67486,0.79199
0.94680,-60.30959,-5.67471,0.79196
0.94780,-60.30984,-5.67453,0.79193
0.94880,-60.31008,-5.67428,0.79189
0.94980,-60.31031,-5.67392,0.79184
0.95080,-60.31056,-5.67341,0.79176
0.95180,-60.31080,-5.67273,0.79166
0.95280,-60.31104,-5.67193,0.79154
0.95380,-60.31128,-5.67114,0.79143
0.95480,-60.31152,-5.67053,0.79134
0.95580,-60.31176,-5.67021,0.79129
0.95680,-60.31201,-5.67022,0.79129
0.95780,-60.31224,-5.67055,0.79133
0.95880,-60.31248,-5.67119,0.79141
0.95980,-60.31273,-5.67211,0.79154
0.96000,-60.31273,-5.67211,0.79154
0.96080,-60.31296,-5.67324,0.79169
0.96180,-60.31321,-5.67443,0.79185
0.96280,-60.31345,-5.67552,0.79200
0.96380,-60.31369,-5.67637,0.79211
0.96480,-60.31393,-5.67693,0.79218
0.96580,-60.31417,-5.67725,0.79223
0.96680,-60.31441,-5.67740,0.79224
0.96780,-60.31465,-5.67740,0.79224
0.96880,-60.31489,-5.67731,0.79222
0.96980,-60.31513,-5.67719,0.79220
0.97080,-60.31538,-5.67714,0.79218
0.97180,-60.31562,-5.67725,0.79220
0.97280,-60.31585,-5.67758,0.79224
0.97380,-60.31610,-5.67806,0.79230
0.97480,-60.31634,-5.67860,0.79237
0.97580,-60.31658,-5.67906,0.79243
0.97600,-60.31658,-5.67906,0.79243
0.97680,-60.31682,-5.67937,0.79247
0.97780,-60.31706,-5.67950,0.79248
0.97880,-60.31730,-5.67944,0.79247
0.97980,-60.31754,-5.67920,0.79243
0.98080,-60.31778,-5.67874,0.79236
0.98180,-60.31803,-5.67809,0.79227
0.98280,-60.31827,-5.67729,0.79215
0.98380,-60.31850,-5.67644,0.79202
0.98480,-60.31875,-5.67563,0.79191
0.98580,-60.31899,-5.67491,0.79180
0.98680,-60.31923,-5.67433,0.79172
0.98780,-60.31947,-5.67391,0.79165
0.98880,-60.31971,-5.67366,0.79161
0.98980,-60.31995,-5.67363,0.79160
0.99080,-60.32020,-5.67382,0.79163
0.99180,-60.32043,-5.67419,0.79167
0.99200,-60.32043,-5.67419,0.79167
0.99280,-60.32067,-5.67472,0.79174
0.99380,-60.32092,-5.67537,0.79183
0.99480,-60.32115,-5.67608,0.79192
0.99580,-60.32140,-5.67677,0.79201
0.99680,-60.32164,-5.67737,0.79209
0.99780,-60.32187,-5.67780,0.79215
0.99880,-60.32210,-5.67804,0.79218
0.99980,-60.32233,-5.67807,0.79218
1.00080,-60.32256,-5.67789,0.79215
1.00180,-60.32279,-5.67751,0.79209
1.00280,-60.32301,-5.67693,0.79200
1.00380,-60.32324,-5.67617,0.79189
1.00480,-60.32347,-5.67529,0.79177
1.00580,-60.32370,-5.67438,0.79163
1.00680,-60.32393,-5.67353,0.79151
1.00780,-60.32416,-5.67282,0.79141
1.00800,-60.32416,-5.67282,0.79141
1.00880,-60.32438,-5.67226,0.79132
1.00980,-60.32461,-5.67182,0.79126
1.01080,-60.32484,-5.67147,0.79120
1.01180,-60.32507,-5.67125,0.79117
1.01280,-60.32530,-5.67125,0.79117
1.01380,-60.32553,-5.67150,0.79120
1.01480,-60.32575,-5.67201,0.79126
1.01580,-60.32598,-5.67271,0.79136
1.01680,-60.32621,-5.67350,0.79146
1.01780,-60.32644,-5.67431,0.79157
1.01880,-60.32667,-5.67513,0.79168
1.01980,-60.32689,-5.67593,0.79179
1.02080,-60.32712,-5.67665,0.79188
1.02180,-60.32735,-5.67720,0.79195
1.02280,-60.32757,-5.67747,0.79199
1.02380,-60.32779,-5.67744,0.79198
1.02400,-60.32779,-5.67744,0.79198
1.02480,-60.32801,-5.67713,0.79193
1.02580,-60.32822,-5.67664,0.79186
1.02680,-60.32844,-5.67603,0.79177
1.02780,-60.32865,-5.67534,0.79167
1.02880,-60.32887,-5.67457,0.79156
1.02980,-60.32909,-5.67376,0.79144
1.03080,-60.32930,-5.67295,0.79132
1.03180,-60.32952,-5.67224,0.79122
1.03280,-60.32973,-5.67171,0.79114
1.03380,-60.32994,-5.67135,0.79109
1.03480,-60.33016,-5.67114,0.79105
1.03580,-60.33038,-5.67102,0.79103
1.03680,-60.33059,-5.67095,0.79102
1.03780,-60.33079,-5.67092,0.79101
1.03880,-60.33099,-5.67095,0.79101
1.03980,-60.33118,-5.67100,0.79101
1.04000,-60.33118,-5.67100,0.79101
1.04080,-60.33136,-5.67100,0.79101
1.04180,-60.33154,-5.67085,0.79098
1.04280,-60.33171,-5.67047,0.79093
1.04380,-60.33187,-5.66983,0.79084
1.04480,-60.33203,-5.66891,0.79070
1.04580,-60.33218,-5.66771,0.79053
1.04680,-60.33233,-5.66628,0.79033
1.04780,-60.33247,-5.66465,0.79010
1.04880,-60.33261,-5.66288,0.78985
1.04980,-60.33275,-5.66106,0.78959
1.05080,-60.33289,-5.65923,0.78934
1.05180,-60.33303,-5.65747,0.78909
1.05280,-60.33316,-5.65581,0.78885
1.05380,-60.33331,-5.65425,0.78863
1.05480,-60.33345,-5.65281,0.78843
1.05580,-60.33358,-5.65142,0.78823
1.05600,-60.33358,-5.65142,0.78823
1.05680,-60.33372,-5.65002,0.78804
1.05780,-60.33386,-5.64852,0.78782
1.05880,-60.33398,-5.64685,0.78759
1.05980,-60.33410,-5.64501,0.78733
1.06080,-60.33422,-5.64303,0.78705
1.06180,-60.33432,-5.64089,0.78675
1.06280,-60.33444,-5.63856,0.78642
1.06380,-60.33454,-5.63602,0.78607
1.06480,-60.33465,-5.63324,0.78568
1.06580,-60.33476,-5.63029,0.78526
1.06680,-60.33487,-5.62726,0.78484
1.06780,-60.33497,-5.62426,0.78442
1.06880,-60.33508,-5.62134,0.78401
1.06980,-60.33519,-5.61848,0.78361
1.07080,-60.33529,-5.61566,0.78321
1.07180,-60.33541,-5.61293,0.78283
1.07200,-60.33541,-5.61293,0.78283
1.07280,-60.33551,-5.61037,0.78247
1.07380,-60.33562,-5.60807,0.78215
1.07480,-60.33573,-5.60602,0.78186
1.07580,-60.33583,-5.60411,0.78159
1.07680,-60.33594,-5.60223,0.78133
1.07780,-60.33604,-5.60029,0.78105
1.07880,-60.33614,-5.59825,0.78077
1.07980,-60.33623,-5.59611,0.78047
1.08080,-60.33631,-5.59386,0.78015
1.08180,-60.33638,-5.59143,0.77981
1.08280,-60.33646,-5.58878,0.77944
1.08380,-60.33653,-5.58591,0.77904
1.08480,-60.33659,-5.58284,0.77861
1.08580,-60.33667,-5.57967,0.77817
1.08680,-60.33674,-5.57647,0.77772
1.08780,-60.33680,-5.57325,0.77727
1.08800,-60.33680,-5.57325,0.77727
1.08880,-60.33687,-5.56999,0.77681
1.08980,-60.33695,-5.56671,0.77635
1.09080,-60.33701,-5.56350,0.77590
1.09180,-60.33708,-5.56046,0.77548
1.09280,-60.33716,-5.55767,0.77509
1.09380,-60.33722,-5.55512,0.77473
1.09480,-60.33729,-5.55273,0.77440
1.09580,-60.33736,-5.55043,0.77408
1.09680,-60.33743,-5.54814,0.77375
1.09780,-60.33750,-5.54584,0.77343
1.09880,-60.33757,-5.54352,0.77311
1.09980,-60.33764,-5.54116,0.77278
1.10080,-60.33771,-5.53873,0.77244
1.10180,-60.33778,-5.53618,0.77208
1.10280,-60.33785,-5.53348,0.77170
1.10380,-60.33792,-5.53063,0.77130
1.10400,-60.33792,-5.53063,0.77130
1.10480,-60.33798,-5.52766,0.77089
1.10580,-60.33805,-5.52458,0.77046
1.10680,-60.33811,-5.52143,0.77002
1.10780,-60.33817,-5.51826,0.76957
1.10880,-60.33824,-5.51512,0.76913
1.10980,-60.33830,-5.51206,0.76871
1.11080,-60.33836,-5.50910,0.76829
1.11180,-60.33843,-5.50627,0.76790
1.11280,-60.33849,-5.50358,0.76752
1.11380,-60.33855,-5.50101,0.76716
1.11480,-60.33860,-5.49851,0.76681
1.11580,-60.33864,-5.49597,0.76646
1.11680,-60.33868,-5.49333,0.76609
1.11780,-60.33871,-5.49050,0.76569
1.11880,-60.33874,-5.48743,0.76526
1.11980,-60.33876,-5.48412,0.76480
1.12000,-60.33876,-5.48412,0.76480
1.12080,-60.33877,-5.48058,0.76431
1.12180,-60.33878,-5.47681,0.76378
1.12280,-60.33878,-5.47280,0.76322
1.12380,-60.33878,-5.46855,0.76263
1.12480,-60.33878,-5.46412,0.76201
1.12580,-60.33878,-5.45960,0.76138
1.12680,-60.33878,-5.45514,0.76076
1.12780,-60.33878,-5.45081,0.76015
1.12880,-60.33878,-5.44669,0.75958
1.12980,-60.33878,-5.44278,0.75903
1.13080,-60.33878,-5.43904,0.75851
1.13180,-60.33878,-5.43537,0.75800
1.13280,-60.33878,-5.43167,0.75748
1.13380,-60.33877,-5.42783,0.75695
1.13480,-60.33876,-5.42378,0.75639
1.13580,-60.33874,-5.41945,0.75578
1.13600,-60.33874,-5.41945,0.75578
1.13680,-60.33871,-5.41484,0.75514
1.13780,-60.33868,-5.40996,0.75446
1.13880,-60.33865,-5.40488,0.75375
1.13980,-60.33862,-5.39968,0.75303
1.14080,-60.33859,-5.39447,0.75230
1.14180,-60.33855,-5.38933,0.75158
1.14280,-60.33852,-5.38434,0.75089
1.14380,-60.33849,-5.37954,0.75022
1.14480,-60.33846,-5.37494,0.74958
1.14580,-60.33843,-5.37052,0.74896
1.14680,-60.33840,-5.36623,0.74837
1.14780,-60.33836,-5.36203,0.74778
1.14880,-60.33833,-5.35788,0.74720
1.14980,-60.33829,-5.35376,0.74663
1.15080,-60.33825,-5.34961,0.74605
1.15180,-60.33820,-5.34537,0.74546
1.15200,-60.33820,-5.34537,0.74546
1.15280,-60.33814,-5.34094,0.74485
1.15380,-60.33808,-5.33629,0.74420
1.15480,-60.33802,-5.33143,0.74352
1.15580,-60.33795,-5.32642,0.74282
1.15680,-60.33789,-5.32134,0.74212
1.15780,-60.33783,-5.31625,0.74141
1.15880,-60.33776,-5.31118,0.74070
1.15980,-60.33770,-5.30613,0.74000
1.16080,-60.33764,-5.30112,0.73930
1.16180,-60.33757,-5.29619,0.73861
1.16280,-60.33751,-5.29141,0.73795
1.16380,-60.33745,-5.28678,0.73730
1.16480,-60.33738,-5.28225,0.73667
1.16580,-60.33731,-5.27772,0.73604
1.16680,-60.33724,-5.27309,0.73540
1.16780,-60.33716,-5.26833,0.73474
1.16800,-60.33716,-5.26833,0.73474
1.16880,-60.33708,-5.26341,0.73405
1.16980,-60.33699,-5.25832,0.73334
1.17080,-60.33691,-5.25302,0.73261
1.17180,-60.33682,-5.24751,0.73184
1.17280,-60.33673,-5.24180,0.73104
1.17380,-60.33664,-5.23597,0.73023
1.17480,-60.33655,-5.23015,0.72942
1.17580,-60.33646,-5.22446,0.72863
1.17680,-60.33638,-5.21898,0.72787
1.17780,-60.33628,-5.21373,0.72714
1.17880,-60.33620,-5.20864,0.72643
1.17980,-60.33611,-5.20370,0.72574
1.18080,-60.33602,-5.19891,0.72508
1.18180,-60.33593,-5.19427,0.72443
